"Kin_State","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272"
"1","-115.77","-114.027","124.422","-118.005","151.351","-98.2468","142.787","-168.998","-177.175","-122.602","150.807","-127.33","-64.9155","138.526","-150.143","165.265","-113.258","138.193","-127.606","127.865","-103.117","132.341","-69.9475","-111.943","-41.0438","-57.6957","-59.3406","-64.0103","-48.1718","-37.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-69.615","-124.969","135.637","-123.821","171.344","-131.124","141.663","-156.31","174.975","-117.651","135.321","-80.4714","-98.3634","145.302","-143.406","165.879","-110.561","143.646","-127.136","110.326","-92.4818","124.395","179.07","-112.756","-51.7451","-49.7538","-58.6409","-58.2174","-39.9176","-49.0146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-105.152","-151.067","116.226","-102.298","144.813","-83.2393","132.169","-142.274","163.103","-129.124","145.501","-85.426","-93.389","130.428","-134.312","179.735","-125.737","123.014","-117.573","128.062","-116.328","113.725","-169.348","-91.9599","-43.5058","-43.9394","-70.465","-72.7837","-38.5569","-23.958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-100.356","-103.24","131.083","-120.524","151.134","-85.523","135.705","-154.192","164.747","-126.409","145.908","-78.0195","-90.9199","125.983","-127.745","173.803","-110.153","133.54","-111.777","125.364","-101.505","111.583","-177.366","-96.5923","-48.7388","-38.9257","-74.7506","-55.9106","-47.5564","-37.797","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-96.0861","-106.655","132.768","-119.541","146.168","-82.3362","128.991","-144.084","167.059","-129.454","134.653","-72.4304","-87.0917","130.681","-138.618","167.49","-106.465","117.664","-96.3048","123.645","-109.407","121.966","168.372","-106.997","-52.2467","-42.5453","-68.7939","-62.0358","-37.3209","-38.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-120.45","-122.789","128.15","-118.561","141.812","-86.1505","141.204","-142.956","172.42","-130.758","140.101","-82.5182","-97.7961","117.144","-116.317","163.058","-101.515","116.85","-100.961","125.628","-103.569","103.433","-144.038","-96.8621","-52.3454","-55.5996","-57.7646","-71.2023","-28.5236","-42.8678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-105.216","-111.729","132.971","-120.317","157.77","-92.1725","132.02","-139.578","168.955","-128.283","132.322","-81.8378","-83.4195","134.749","-136.329","165.933","-104.929","134.761","-110.47","122.348","-102.778","114.794","179.914","-92.1671","-45.7246","-49.817","-65.2493","-64.0487","-34.8562","-41.1086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-99.058","-121.257","126.388","-115.618","159.776","-98.9729","127.267","-138.268","164.131","-125.471","129.292","-68.9178","-98.2979","123.967","-124.262","172.209","-109.096","124.552","-104.883","121.232","-94.4708","116.627","175.681","-90.033","-51.1394","-42.3087","-75.3294","-64.212","-41.5515","-38.7862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-103.434","-109.346","125.487","-113.733","147.718","-85.2551","133.503","-141.505","164.566","-124.111","144.079","-83.2046","-85.0879","137.156","-136.402","162.943","-107.343","128.531","-108.876","123.289","-102.557","117.42","-178.923","-102.9","-50.2921","-52.4805","-61.4982","-59.1242","-34.5471","-38.193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-108.004","-105.727","130.724","-121.764","160.599","-91.3842","136.21","-147.824","170.041","-130.736","147.312","-75.6905","-103.02","136.211","-134.352","174.996","-114.616","126.947","-107.017","126.956","-109.014","116.675","172.048","-99.4147","-51.0686","-52.9691","-61.6655","-60.435","-37.391","-36.9116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-124.67","-97.8688","126.483","-123.285","137.8","-74.7518","131.266","-136.505","142.945","-111.043","121.236","-71.9586","-102.005","130.89","-128.775","153.504","-98.8211","109.053","-99.0983","117.907","-86.8958","123.069","173.74","-110.917","-42.3496","-50.7645","-62.3768","-61.9689","-45.9241","-50.9471","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-93.3909","-120.791","131.568","-116.246","160.625","-95.4671","128.074","-136.772","167.438","-120.46","125.128","-72.7604","-98.0041","138.543","-145.3","173.765","-113.42","128.291","-111.54","116.059","-99.2297","108.708","169.795","-82.3308","-46.1204","-47.4253","-67.3026","-75.6838","-31.3351","-44.8153","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-115.665","-123.702","112.868","-108.575","146.354","-81.3665","138.018","-151.211","172.52","-134.315","132.493","-77.5369","-84.0328","139.145","-141.866","176.643","-121.352","106.836","-94.8415","111.901","-98.3324","103.978","161.208","-81.8427","-48.0485","-56.9381","-65.2434","-57.6354","-42.7581","-47.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-122.209","-116.103","128.824","-116.787","143.591","-70.7704","130.362","-149.918","169.908","-135.259","137.651","-77.1525","-90.5178","127.77","-128.07","171.131","-107.05","124.484","-101.525","128.431","-106.399","107.812","-170.851","-92.4833","-40.6846","-49.7659","-64.7228","-66.594","-38.4913","-35.485","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-111.83","-116.127","124.906","-109.859","161.866","-100.818","129.666","-141.394","172.888","-136.368","128.213","-72.3078","-99.8018","133.761","-131.646","166.035","-110.82","119.418","-105.314","119.989","-100.852","114.448","-157.341","-95.3932","-47.6184","-51.486","-63.4667","-56.3321","-43.4957","-40.664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-113.091","-101.544","137.609","-120.318","145.577","-80.894","137.186","-151.207","157.997","-120.583","150.189","-86.8706","-93.2074","142.641","-145.935","170.997","-112.045","123.322","-104.554","121.191","-110.533","97.4747","173.274","-75.7829","-44.5653","-48.591","-69.4105","-61.5811","-39.0724","-37.728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-110.099","-102.371","131.472","-115.84","152.561","-98.721","135.507","-148.848","165.874","-132.119","145.841","-80.5264","-96.856","130.045","-134.352","168.058","-105.587","118.876","-92.939","130.462","-117.727","119.304","-162.629","-98.2206","-45.4796","-54.2305","-70.4648","-62.6427","-47.652","-31.9718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-117.38","-146.583","115.124","-114.425","138.63","-68.8578","130.555","-143.961","145.056","-116.302","144.681","-93.1602","-87.3188","130.053","-129.999","161.187","-98.889","130.218","-118.699","111.578","-93.9084","103.575","-162.92","-71.005","-41.4858","-36.3799","-87.1112","-44.6887","-34.3077","-44.8251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-134.489","-96.4291","141.498","-132.023","152.765","-97.7828","157.195","-170.252","168.512","-117.263","137.101","-59.8589","-94.1674","128.685","-121.465","-162.302","-141.952","132.768","-110.655","138.325","-96.637","-39.7652","-179.885","51.9899","-47.4029","-51.7274","-52.6961","-53.2814","-46.8368","-50.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-72.1679","-120.21","121.024","-100.584","178.816","-144.933","110.451","-122.332","173.461","-121.682","119.128","-62.3776","-93.7046","143.787","-141.376","164.938","-118.686","131.867","-107.482","121.032","-107.036","108.587","179.465","-89.2958","-36.4532","-47.181","-58.9564","-62.5338","-31.1461","-45.298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-140.174","-115.7","130.124","-130.321","139.884","-66.0786","143.461","-145.401","166.589","-132.49","122.668","-73.0025","-101.027","146.909","-142.983","178.085","-117.975","114.272","-93.3693","114.206","-97.6266","110.875","-175.549","-92.4247","-46.1244","-43.8284","-63.8757","-60.1551","-41.8422","-47.531","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-105.031","-113.609","125.374","-118.517","146.483","-84.2936","140.792","-151.948","-172.891","-133.971","139.189","-123.818","-73.2573","134.186","-140.254","168.369","-117.52","134.531","-124.443","122.036","-102.393","137.528","173.334","-118.815","-43.791","-51.4498","-67.1343","-63.9975","-48.0958","-36.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
